Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3310426,RS PKU Muhammadiyah Prambanan,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,7.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,2.0,,3.0,21.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3311016,RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Sukoharjo,30.0,1.0,4.0,3.0,4.0,3.0,,,3.0,,4.0,,,4.0,,2.0,,2.0,2.0,3.0,,2.0,,24.0,1.0,13.0,94.0,14,60.87,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,False,10.0,5.0,95.0,1,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
3311027,RS Khusus Orthopedi Karima Utama,RSK Orthopedi,RS Khusus,C,Swasta,RS Privat,Jawa Tengah,Sukoharjo,10.0,,2.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,,1.0,,3.0,,8.0,,6.0,32.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3311213,RS Umum Nirmala Suri,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Sukoharjo,24.0,4.0,5.0,5.0,2.0,2.0,,,5.0,,5.0,,,2.0,,2.0,,,1.0,1.0,,3.0,,15.0,1.0,3.0,68.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3311224,RS Umum Dr. Oen Solo Baru,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sukoharjo,24.0,2.0,7.0,5.0,5.0,4.0,1.0,,5.0,,7.0,,,5.0,,2.0,,,1.0,3.0,,3.0,,25.0,,7.0,89.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,3,3,100.0
3311225,RS Umum PKU Muhammadiyah Sukoharjo,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sukoharjo,15.0,1.0,3.0,3.0,3.0,2.0,,,3.0,,3.0,,,3.0,,1.0,,,1.0,2.0,,2.0,,10.0,,6.0,49.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3311228,RS Umum Universitas Sebelas Maret,RSU,RS Umum,C,Kementerian Lain,RS Publik,Jawa Tengah,Sukoharjo,30.0,7.0,6.0,3.0,2.0,2.0,1.0,1.0,3.0,,6.0,,,2.0,,3.0,,2.0,1.0,3.0,,4.0,,25.0,1.0,11.0,102.0,16,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,5,100.0
3311229,RS Umum Indriati,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Sukoharjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,Belum kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,6,5,83.33
3311230,RS PKU Muhammadiyah Kartasura,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Sukoharjo,7.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,,3.0,,,17.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3311231,RS Islam Surakarta YARSIS,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sukoharjo,14.0,4.0,7.0,4.0,5.0,3.0,,,4.0,,7.0,,,5.0,,2.0,,1.0,1.0,1.0,,4.0,,11.0,,7.0,64.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
3372063,RS Orthopedi Prof. Dr. R. Soeharso,RSK Orthopedi,RS Khusus,A,Kemkes,RS Publik,Jawa Tengah,Sukoharjo,4.0,2.0,2.0,,1.0,,,,,,2.0,,,1.0,,,,,1.0,1.0,,6.0,,16.0,1.0,17.0,51.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3312010,RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Wonogiri,27.0,2.0,3.0,3.0,3.0,1.0,,,3.0,,3.0,,,3.0,,2.0,,,1.0,3.0,,3.0,,28.0,,18.0,94.0,12,52.17,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,3.0,3.0,75.0,1,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,4,4,100.0
3312021,RS Umum Maguan Husada,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Wonogiri,7.0,1.0,3.0,,3.0,2.0,,,,,3.0,,,3.0,,1.0,,,,1.0,,,,5.0,,4.0,27.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3312284,RS Umum Muhammadiyah Selogiri,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Wonogiri,20.0,2.0,4.0,2.0,2.0,3.0,,,2.0,,4.0,,,2.0,,1.0,,,1.0,1.0,,3.0,,7.0,,3.0,49.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3312295,RS Hermina Wonogiri,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Wonogiri,14.0,1.0,4.0,1.0,2.0,4.0,,,1.0,,4.0,,,2.0,,1.0,,,1.0,,,3.0,,1.0,,,32.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,,,1,1,100.0
3312306,RS Umum  Amal Sehat,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Wonogiri,8.0,1.0,2.0,1.0,2.0,3.0,,,1.0,,2.0,,,2.0,,1.0,,,,1.0,,2.0,,7.0,,3.0,31.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3312307,RS Fitri Candra,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Wonogiri,6.0,1.0,2.0,3.0,2.0,2.0,,,3.0,,2.0,,,2.0,,,,,,,,1.0,,4.0,,1.0,22.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3312308,RS Umum Mulia Hati Wonogiri,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Wonogiri,11.0,1.0,3.0,1.0,2.0,1.0,,,1.0,,3.0,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,,7.0,,4.0,35.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3312309,RS Umum Astrini,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Wonogiri,8.0,2.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,,9.0,,4.0,33.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3312310,RS PKU Muhammadiyah Wonogiri,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Wonogiri,13.0,1.0,3.0,1.0,2.0,1.0,,,1.0,,3.0,,,2.0,,,,,,1.0,,1.0,,4.0,,3.0,30.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3313011,RS Umum Daerah Karanganyar,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Karanganyar,24.0,11.0,3.0,3.0,1.0,3.0,,,3.0,,3.0,,,1.0,,2.0,,1.0,1.0,2.0,,2.0,,28.0,,16.0,97.0,13,56.52,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,False,13.0,6.0,95.0,1,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
3313022,RSAU dr. Siswanto Lanud Adi Soemarmo,RSU,RS Umum,D,TNI,RS Publik,Jawa Tengah,Karanganyar,17.0,2.0,2.0,,1.0,2.0,,,,,2.0,,,1.0,,1.0,,,1.0,,,1.0,,8.0,,1.0,36.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3313033,RS PKU Muhammadiyah Karanganyar,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Karanganyar,20.0,2.0,4.0,2.0,2.0,3.0,,,2.0,,4.0,,,2.0,,1.0,,,1.0,2.0,,4.0,,13.0,1.0,6.0,61.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3313042,RS Ibu dan Anak Dian Pertiwi ,RSIA,RS Khusus,C,Swasta,RS Privat,Jawa Tengah,Karanganyar,3.0,1.0,,3.0,2.0,2.0,,,3.0,,,,,2.0,,,,,1.0,,,1.0,,3.0,,1.0,17.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3313053,RS Umum Jati Husada Karanganyar,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Karanganyar,9.0,3.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,5.0,,2.0,29.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3313054,RS Umum Indo Sehat Karanganyar ,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Karanganyar,8.0,1.0,2.0,3.0,1.0,2.0,,,3.0,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,22.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3313055,RS Umum Jafar Medika Karanganyar,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Karanganyar,9.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,1.0,,,,,,1.0,,1.0,,5.0,,3.0,26.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3313056,RS Umum Mojosongo 2,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Karanganyar,4.0,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,3.0,,2.0,,2.0,17.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3313067,RS Mangesti Rahayu,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Karanganyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3314012,RS Umum Daerah dr. Soehadi Prijonegoro,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Sragen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,False,13.0,7.0,95.0,1,Sudah kerjasama BPJS,,Belum kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,6,5,83.33
3314023,RS Umum Mardi Lestari Sragen,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Sragen,8.0,,4.0,2.0,1.0,2.0,,,2.0,,4.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,6.0,,5.0,32.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3314045,RS Umum Sarila Husada,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sragen,13.0,4.0,4.0,4.0,4.0,2.0,,,4.0,,4.0,,,4.0,,1.0,,,1.0,2.0,,2.0,,7.0,,5.0,49.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3314056,RS Umum Islam Amal Sehat Sragen,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sragen,13.0,2.0,5.0,3.0,2.0,2.0,,,3.0,1.0,5.0,,,2.0,,2.0,,,1.0,2.0,,3.0,,8.0,,5.0,49.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Belum kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,1,50.0
3314067,RS Umum Assalam,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Sragen,8.0,,2.0,2.0,2.0,1.0,,,2.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,5.0,,3.0,27.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3314078,RS Ibu dan Anak Restu Ibu,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Jawa Tengah,Sragen,8.0,,2.0,4.0,2.0,1.0,,,4.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,,5.0,,2.0,27.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3314089,RS Umum Daerah dr. Soeratno Gemolong,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Sragen,13.0,2.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,5.0,1.0,5.0,37.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3314090,RS Umum PKU Muhammadiyah Sragen ,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Sragen,13.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,5.0,1.0,4.0,36.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3314092,RS Umum Islam Yakssi Gemolong,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Sragen,11.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,1.0,,2.0,,7.0,,4.0,32.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3314096,RS Umum Rizky Amalia,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Sragen,11.0,,3.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,6.0,,2.0,30.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3314097,RS Umum Saras Ibnu Sina Sukowati,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Sragen,12.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,,,,,1.0,1.0,,1.0,,5.0,,5.0,32.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3314108,RS Umum Daerah Sukowati Tangen,RSU,RS Umum,D,Pemkab,RS Publik,Jawa Tengah,Sragen,12.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,2.0,,4.0,,4.0,26.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3315013,RS Umum Daerah Dr. R.Soedjati Soemodiardjo,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Grobogan,17.0,2.0,4.0,3.0,3.0,3.0,,,3.0,,4.0,,,3.0,,2.0,,,1.0,2.0,,3.0,,21.0,,10.0,71.0,12,52.17,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,10.0,7.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,4,4,100.0
3315024,RS Umum Panti Rahayu,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Grobogan,18.0,1.0,4.0,2.0,2.0,3.0,,,2.0,,4.0,,,2.0,,,,,1.0,1.0,,1.0,,13.0,,8.0,54.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315035,RS Permata Bunda,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Grobogan,24.0,2.0,3.0,3.0,3.0,3.0,,,3.0,,3.0,,,3.0,,1.0,,,1.0,1.0,,2.0,,12.0,,5.0,60.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315046,RS Umum PKU Muhammadiyah Gubug,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Grobogan,23.0,2.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,,,,,1.0,,3.0,,6.0,,4.0,48.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315057,RS Umum Habibullah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Grobogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3315059,RS Umum Islam Purwodadi ,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Grobogan,12.0,,2.0,,2.0,1.0,,,,,2.0,,,2.0,,,,,,1.0,,1.0,,11.0,,4.0,34.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315060,RS Umum Daerah Ki Ageng Selo,RSU,RS Umum,D,Pemkab,RS Publik,Jawa Tengah,Grobogan,11.0,3.0,1.0,2.0,1.0,2.0,,,2.0,,1.0,,,1.0,,,,,,1.0,,1.0,,8.0,,5.0,35.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315061,RS Umum Daerah Ki Ageng Getas Pendowo Gubug,RSU,RS Umum,D,Pemkab,RS Publik,Jawa Tengah,Grobogan,11.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,7.0,,5.0,32.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3315072,RS Ortopedi Siaga Utama,RSK Orthopedi,RS Khusus,C,Swasta,RS Privat,Jawa Tengah,Grobogan,7.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,2.0,,2.0,,,14.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3315073,RS Marganingsih,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Grobogan,4.0,,2.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,7.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3315074,RS Sekar Laras,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Grobogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3315075,RS Umum Trimedika Ketapang,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Grobogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3316014,RS Umum Daerah Dr. R. Soetijono Blora,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Blora,15.0,1.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,17.0,,10.0,56.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3316025,RS Umum Daerah Dr. R. Soeprapto Cepu,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Blora,23.0,1.0,3.0,2.0,1.0,2.0,,,2.0,,3.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,14.0,,9.0,60.0,12,52.17,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,,,0.0,,1.0,False,6.0,3.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3316040,RS Umum Permata Blora,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Blora,14.0,2.0,2.0,3.0,2.0,1.0,,,3.0,,2.0,,,2.0,,,,,1.0,,,1.0,,6.0,,5.0,37.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3316051,RS Umum PKU Muhammadiyah Cepu,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Blora,11.0,1.0,4.0,2.0,2.0,1.0,,,2.0,,4.0,,,2.0,,,,,1.0,1.0,,2.0,,10.0,,5.0,40.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3316062,RS Umum Bantuan Blora,RSU,RS Umum,D,TNI,RS Publik,Jawa Tengah,Blora,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,5.0,,3.0,20.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3316063,RS Umum PKU Muhammadiyah Blora,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Blora,15.0,2.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,1.0,,7.0,,4.0,40.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3316074,RS Ibu dan Anak NU Cakra Medika,RSIA,RS Khusus,C,Swasta,RS Privat,Jawa Tengah,Blora,2.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,5.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3317015,RS Umum Daerah dr. R. Soetrasno Rembang,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Rembang,23.0,2.0,4.0,4.0,3.0,1.0,,,4.0,,4.0,,,3.0,,1.0,,,1.0,1.0,,4.0,,28.0,1.0,15.0,88.0,13,56.52,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,False,9.0,8.0,95.0,1,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
3317026,RS Umum Islam Arafah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Rembang,20.0,1.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,8.0,,6.0,49.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3317027,RS Bhina Bhakti Husada,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Rembang,13.0,2.0,3.0,3.0,2.0,3.0,,,3.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,7.0,,7.0,44.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3317038,RS PKU Muhammadiyah Pamotan,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Rembang,11.0,,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,1.0,,1.0,,5.0,,6.0,29.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
