Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3304021,RS Umum Emmanuel,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Banjarnegara,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3304032,RS Umum Islam Banjarnegara,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Banjarnegara,19.0,2.0,2.0,2.0,2.0,4.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,1.0,1.0,,3.0,,12.0,,6.0,56.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3304035,RS Umum PKU Muhammadiyah Banjarnegara,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Banjarnegara,12.0,2.0,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,5.0,,5.0,33.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Kebumen,21.0,1.0,4.0,4.0,3.0,4.0,,,4.0,,4.0,,,3.0,,2.0,,1.0,2.0,2.0,,4.0,,18.0,1.0,11.0,78.0,14,60.87,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,9.0,6.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3305023,RS Umum Permata Medika Kebumen,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Kebumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3305033,RS Umum Palang Biru Gombong,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,20.0,1.0,3.0,1.0,2.0,2.0,,,1.0,,3.0,,,2.0,,,,,1.0,1.0,,1.0,,4.0,,3.0,39.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305066,RS Umum PKU Muhamadiyah Gombong,RSU,RS Umum,B,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,31.0,3.0,6.0,4.0,3.0,4.0,1.0,2.0,4.0,,6.0,,,3.0,,1.0,,2.0,2.0,2.0,2.0,4.0,,21.0,2.0,17.0,107.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,Belum kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,4,80.0
3305081,RS Umum Wijayakusuma,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,18.0,2.0,2.0,2.0,4.0,2.0,,,2.0,,2.0,,,4.0,,,,,1.0,1.0,,2.0,,5.0,,7.0,46.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305092,RS Umum Purbowangi,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,8.0,1.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,3.0,,6.0,,2.0,31.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305103,RS Umum PKU Muhammadiyah Sruweng,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,11.0,1.0,3.0,2.0,3.0,3.0,,,2.0,,3.0,,,3.0,,1.0,,,1.0,1.0,,2.0,,8.0,,4.0,40.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305114,RS Umum Purwogondo,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,9.0,1.0,2.0,3.0,2.0,2.0,,,3.0,,2.0,,,2.0,,1.0,,,1.0,2.0,,2.0,,3.0,,3.0,31.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305117,RS Umum PKU Muhammadiyah Petanahan Kebumen,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,7.0,2.0,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,5.0,,5.0,29.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305118,RS Umum PKU Muhammadiyah Kutowinangun ,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Kebumen,11.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,5.0,,5.0,29.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3305120,RS Umum Daerah Prembun,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Kebumen,13.0,2.0,5.0,2.0,2.0,2.0,,,2.0,,5.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,13.0,1.0,8.0,53.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,2,2,100.0
3306012,RS Umum Daerah Dr. Tjitrowardojo Purworejo,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Purworejo,13.0,,6.0,3.0,3.0,3.0,,1.0,3.0,,6.0,,,3.0,,1.0,,1.0,1.0,2.0,,2.0,,18.0,,8.0,62.0,13,56.52,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,False,11.0,5.0,95.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
3306023,RS Umum  Aisyiyah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Purworejo,9.0,1.0,3.0,1.0,1.0,,,,1.0,,3.0,,,1.0,,,,,1.0,1.0,,1.0,,4.0,,3.0,25.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3306082,RS Umum Panti Waluyo Yakkum Purworejo,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Purworejo,10.0,2.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,,3.0,24.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3306104,RS Umum Palang Biru Kutoarjo,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Purworejo,9.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,,,,1.0,1.0,,2.0,,3.0,,4.0,30.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3306105,RS Ibu dan Anak Permata,RSIA,RS Khusus,C,Swasta,RS Privat,Jawa Tengah,Purworejo,6.0,2.0,1.0,2.0,1.0,,,,2.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,17.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3306106,RS Umum Purwa Husada,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Purworejo,5.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,2.0,,2.0,14.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3306108,RS Umum Kasih Ibu Purworejo,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Purworejo,7.0,,1.0,2.0,1.0,,,,2.0,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,13.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3306109,RS Umum Islam Purworejo,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Purworejo,9.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,2.0,,1.0,18.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3306110,RS Umum Budi Sehat Purworejo,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Purworejo,8.0,1.0,2.0,1.0,2.0,,,1.0,1.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,,4.0,,2.0,24.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3306111,RS Amanah Umat Purworejo,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Purworejo,9.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,3.0,1.0,5.0,32.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3306112,RS Umum Ananda Purworejo,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Purworejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3306113,RS Umum Daerah R.A.A Tjokronegoro,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Purworejo,14.0,2.0,2.0,2.0,2.0,1.0,,,2.0,,2.0,,,2.0,,,,,1.0,1.0,,2.0,,10.0,1.0,7.0,45.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3307013,RS Umum Setjonegoro Wonosobo,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Wonosobo,53.0,1.0,3.0,4.0,3.0,3.0,,,4.0,,3.0,,,3.0,,1.0,,1.0,1.0,2.0,,2.0,,20.0,,11.0,105.0,13,56.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,False,11.0,5.0,95.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3307035,RS Ibu dan Anak Adina,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Jawa Tengah,Wonosobo,11.0,2.0,,2.0,2.0,,,,2.0,,,,,2.0,,,,,1.0,,,2.0,,6.0,,,26.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3307050,RS Umum Islam Wonosobo,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Wonosobo,10.0,2.0,3.0,3.0,2.0,4.0,,,3.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,3.0,,15.0,,6.0,51.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3307051,RS Umum  PKU Muhammadiyah Wonosobo,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Wonosobo,33.0,2.0,4.0,2.0,2.0,2.0,,,2.0,,4.0,,,2.0,,1.0,,,1.0,3.0,,3.0,,11.0,1.0,8.0,73.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3307062,RS Umum AISs Wonosobo,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Wonosobo,2.0,5.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,10.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3308014,RS Umum Daerah Muntilan Kab. Magelang,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Magelang,13.0,,4.0,3.0,3.0,3.0,,,3.0,,4.0,,,3.0,,2.0,,2.0,1.0,1.0,,2.0,,23.0,,8.0,65.0,12,52.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,False,7.0,7.0,95.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3308017,RS Umum Aisyiyah Muntilan ,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Magelang,13.0,1.0,4.0,4.0,2.0,3.0,,,4.0,,4.0,,,2.0,,,,,1.0,2.0,,2.0,,10.0,,7.0,49.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3308018,RS Umum N-21 Gemilang ,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Magelang,4.0,1.0,1.0,,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,12.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3308019,RS Umum Padma Lalita,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Magelang,8.0,1.0,2.0,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,2.0,,,,,15.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3308021,RS Umum Syubbanul Wathon,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Magelang,9.0,1.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,4.0,,5.0,,4.0,36.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3308022,RS Daerah Merah Putih,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Magelang,17.0,2.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,13.0,,8.0,55.0,12,52.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,False,9.0,4.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3308033,RS Umum Daerah Bukit Menoreh,RSU,RS Umum,Belum Ditetapkan,Pemkab,RS Publik,Jawa Tengah,Magelang,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3309015,RS Umum Daerah Pandan Arang Boyolali,RSU,RS Umum,B,Pemkab,RS Publik,Jawa Tengah,Boyolali,24.0,12.0,3.0,4.0,3.0,2.0,,,4.0,,3.0,,,3.0,,1.0,,1.0,2.0,2.0,1.0,3.0,,25.0,1.0,17.0,101.0,15,65.22,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,,0.0,1.0,0.0,,,0.0,,1.0,False,8.0,8.0,75.0,1,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,5,100.0
3309063,RS Umum PKU Aisyiyah Boyolali,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Boyolali,11.0,1.0,3.0,2.0,2.0,2.0,,,2.0,,3.0,,,2.0,,1.0,,1.0,1.0,2.0,,2.0,,11.0,,4.0,43.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3309074,RS Umum Umi Barokah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Boyolali,10.0,2.0,2.0,3.0,3.0,1.0,,,3.0,,2.0,,,3.0,,,,,1.0,1.0,,2.0,,8.0,,5.0,38.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309085,RS Umum  Karanggede Sisma Medika,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Boyolali,12.0,,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,1.0,1.0,,2.0,,7.0,,2.0,30.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309096,RS Umum Daerah Waras Wiris,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Boyolali,13.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,7.0,1.0,7.0,39.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3309107,RS Umum Daerah Simo,RSU,RS Umum,D,Pemkab,RS Publik,Jawa Tengah,Boyolali,8.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,,8.0,1.0,6.0,38.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309128,RS Umum Asy-Syifa Sambi,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Boyolali,9.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,2.0,,9.0,,3.0,33.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309129,RS Umum Hidayah Boyolali,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Boyolali,10.0,3.0,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,9.0,,1.0,33.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309131,RS Umum Islam Banyubening Boyolali ,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Boyolali,11.0,1.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,,,,1.0,2.0,,1.0,,13.0,,2.0,41.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309132,RS Umum Natalia,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Boyolali,7.0,1.0,2.0,3.0,1.0,1.0,,,3.0,,2.0,,,1.0,,,,,,1.0,,1.0,,4.0,,2.0,23.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3309135,RS Indriati Boyolali,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Boyolali,8.0,1.0,2.0,3.0,2.0,1.0,,,3.0,,2.0,,,2.0,,1.0,,,1.0,2.0,,2.0,,6.0,,5.0,34.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3309136,RS Umum Islam Boyolali,RSU,RS Umum,C,Swasta,RS Privat,Jawa Tengah,Boyolali,10.0,,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,2.0,,,1.0,2.0,,3.0,,5.0,1.0,4.0,36.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3309147S,RS Darurat Covid-19 Donohudan,RS Darurat,RS Khusus,Belum Ditetapkan,Pemprop,RS Publik,Jawa Tengah,Boyolali,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3310015,RS Umum Pusat Dr. Soeradji Tirtonegoro,RSU,RS Umum,A,Kemkes,RS Publik,Jawa Tengah,Klaten,18.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,,3.0,,2.0,1.0,1.0,1.0,3.0,1.0,4.0,,31.0,1.0,19.0,101.0,20,86.96,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,,1.0,0.0,0.0,,1.0,1.0,0.0,,,0.0,,1.0,False,11.0,8.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,4,4,100.0
3310026,RS Jiwa Daerah Dr. RM. Soedjarwadi,RSK Jiwa,RS Khusus,A,Pemprop,RS Publik,Jawa Tengah,Klaten,16.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,10.0,1.0,3.0,37.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,,2,2,100.0
3310052,RS Umum 'Aisyiyah Klaten,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,10.0,,2.0,3.0,4.0,1.0,,,3.0,,2.0,,,4.0,,,,,1.0,1.0,,2.0,,6.0,,2.0,32.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310384,RS Umum Islam Klaten,RSU,RS Umum,B,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,22.0,3.0,5.0,5.0,4.0,4.0,1.0,,5.0,,5.0,,,4.0,,3.0,,3.0,2.0,2.0,,5.0,,26.0,1.0,12.0,98.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
3310395,RS Umum Cakra Husada,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,12.0,2.0,3.0,4.0,3.0,2.0,,,4.0,,3.0,,,3.0,,2.0,,,,1.0,,3.0,,8.0,,3.0,43.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310405,RS Umum Diponegoro Dua Satu Klaten,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,9.0,1.0,4.0,1.0,,3.0,1.0,,1.0,,4.0,,,,,,,,2.0,2.0,,3.0,,6.0,,5.0,37.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,Belum kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,1,50.0
3310416,RS Umum PKU Muhammadiyah Delanggu,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,25.0,3.0,4.0,1.0,3.0,2.0,,,1.0,,4.0,,,3.0,,1.0,,1.0,1.0,2.0,,3.0,,14.0,,5.0,65.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
3310417,RS Umum Islam Cawas Klaten,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Klaten,14.0,1.0,3.0,2.0,2.0,3.0,,,2.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,3.0,,7.0,,4.0,42.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310418,RS Umum PKU Muhammadiyah Jatinom,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,13.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,9.0,1.0,6.0,42.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310419,RS Umum Mitra Pedan,RSU,RS Umum,D,Swasta,RS Privat,Jawa Tengah,Klaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310421,RS Umum Daerah Bagas Waras,RSU,RS Umum,C,Pemkab,RS Publik,Jawa Tengah,Klaten,16.0,2.0,3.0,3.0,3.0,2.0,,,3.0,,3.0,,,3.0,,2.0,,,1.0,1.0,,3.0,,21.0,2.0,5.0,64.0,13,56.52,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,,0.0,1.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,7.0,4.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3310425,RS Umum PKU Muhammadiyah Pedan,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Jawa Tengah,Klaten,8.0,1.0,3.0,,1.0,1.0,,,,,3.0,,,1.0,,,,,1.0,1.0,,2.0,,5.0,,4.0,27.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
