Kode_RS,Rumah_Sakit,Provinsi,Kab_Kota,Kelas,Penyelenggara_Kategori,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Ada_Data_Alkes,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3515143,RS Umum Mitra Sehat Mandiri Sidoarjo,Jawa Timur,Sidoarjo,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3515130,RS Umum Prima Husada,Jawa Timur,Sidoarjo,D,RS Privat,27.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3515132,RS Umum Rahman Rahim,Jawa Timur,Sidoarjo,D,RS Privat,34.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3515026,RS Umum Siti Khodijah Muhammadiyah Cabang Sepanjan,Jawa Timur,Sidoarjo,B,RS Privat,81.0,16,0,Tidak tercatat,Tidak tercatat,5,5,100.0
3515123,RS Umum Usada ,Jawa Timur,Sidoarjo,D,RS Privat,19.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3512034,RS Elizabeth,Jawa Timur,Situbondo,C,RS Privat,17.0,6,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3512039,RS Ibu dan Anak Jatimed,Jawa Timur,Situbondo,C,RS Privat,8.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3512050,RS Ibu dan Anak Karinda Husada ,Jawa Timur,Situbondo,C,RS Privat,4.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3512051,RS Mata Situbondo,Jawa Timur,Situbondo,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3512037,RS Umum Daerah Asembagus Kabupaten Situbondo,Jawa Timur,Situbondo,D,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3512036,RS Umum Daerah Besuki Kabupaten Situbondo,Jawa Timur,Situbondo,D,RS Publik,26.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3512012,RS Umum Daerah dr. Abdoer Rahem Situbondo,Jawa Timur,Situbondo,C,RS Publik,72.0,13,1,5.0,2.0,3,3,100.0
3512038,RS Umum Mitra Sehat Kabupaten Situbondo,Jawa Timur,Situbondo,D,RS Privat,26.0,11,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3512052,RS Umum Mulia Medical Center,Jawa Timur,Situbondo,D,RS Privat,8.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3529026,RS Ibu dan Anak Esto Ebhu,Jawa Timur,Sumenep,C,RS Privat,7.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3529025,RS Islam Garam Kalianget,Jawa Timur,Sumenep,C,RS Publik,37.0,11,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3529040,RS Umum Daerah Abuya Kangean,Jawa Timur,Sumenep,D,RS Publik,18.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3529014,RS Umum Daerah dr. H. Moh. Anwar ,Jawa Timur,Sumenep,C,RS Publik,60.0,13,1,4.0,4.0,5,5,100.0
3529029,RS Umum Sumekar,Jawa Timur,Sumenep,D,RS Privat,19.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3503045,RS Ibu dan Anak HST,Jawa Timur,Trenggalek,C,RS Privat,9.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3503022,RS Umum Budi Asih Trenggalek,Jawa Timur,Trenggalek,D,RS Publik,25.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3503062,RS Umum Daerah Panggul,Jawa Timur,Trenggalek,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3503011,RS Umum Daerah dr. Soedomo Trenggalek,Jawa Timur,Trenggalek,C,RS Publik,83.0,14,1,3.0,3.0,1,1,100.0
3523056,RS Graha Husada,Jawa Timur,Tuban,D,RS Privat,17.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3523041,RS Medika Mulia Tuban,Jawa Timur,Tuban,C,RS Publik,44.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3523052,RS Muhammadiyah Tuban,Jawa Timur,Tuban,D,RS Privat,29.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3523053,RS Nahdlatul Ulama Tuban,Jawa Timur,Tuban,C,RS Privat,65.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3523015,RS Umum Daerah Dr. R. Koesma Tuban,Jawa Timur,Tuban,B,RS Publik,Tidak tercatat,0,1,3.0,3.0,4,4,100.0
3523055,RS Umum Daerah R. Ali Manshur,Jawa Timur,Tuban,D,RS Publik,20.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504074,RS Ibu dan Anak Amanda,Jawa Timur,Tulungagung,C,RS Privat,12.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3504057,RS Ibu dan Anak Fauziah ,Jawa Timur,Tulungagung,C,RS Privat,18.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3504078,RS Ibu dan Anak Trisna Medika,Jawa Timur,Tulungagung,C,RS Privat,14.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3504073,RS Putra Waspada Tulungagung,Jawa Timur,Tulungagung,C,RS Privat,31.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504068,RS Umum Bhayangkara Tulungagung,Jawa Timur,Tulungagung,C,RS Publik,31.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504087,RS Umum Daerah Campurdarat,Jawa Timur,Tulungagung,D,RS Publik,23.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3504012,RS Umum Daerah Dr. Iskak Tulungagung,Jawa Timur,Tulungagung,B,RS Publik,133.0,15,1,7.0,7.0,5,5,100.0
3504056,RS Umum Era Medika ,Jawa Timur,Tulungagung,C,RS Privat,29.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504070,RS Umum Islam  Madinah,Jawa Timur,Tulungagung,D,RS Privat,28.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504045,RS Umum Islam Orpeha,Jawa Timur,Tulungagung,C,RS Privat,28.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504071,RS Umum Muhammadiyah Bandung,Jawa Timur,Tulungagung,D,RS Publik,30.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3504081,RS Umum Prima Medika,Jawa Timur,Tulungagung,D,RS Privat,21.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3504069,RS Umum Satiti Prima Husada,Jawa Timur,Tulungagung,D,RS Privat,18.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6102055,RS Umum Bethesda Serukam,Kalimantan Barat,Bengkayang,C,RS Publik,23.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6102012,"RS Umum Daerah Drs. Jacobus Luna, M.Si",Kalimantan Barat,Bengkayang,C,RS Publik,45.0,10,1,2.0,2.0,1,1,100.0
6108012,RS Umum Daerah Badau,Kalimantan Barat,Kapuas Hulu,D,RS Publik,6.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6108014,RS Umum Daerah Semitau,Kalimantan Barat,Kapuas Hulu,D,RS Publik,8.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6108011,RS Umum Daerah dr. Achmad Diponegoro Putussibau,Kalimantan Barat,Kapuas Hulu,C,RS Publik,49.0,9,1,0.0,0.0,1,1,100.0
6111002,RS Umum Daerah Sultan Muhammad Jamaludin I,Kalimantan Barat,Kayong Utara,C,RS Publik,33.0,6,1,2.0,1.0,0,0,Tidak tercatat
6106020,RS Fatima Ketapang,Kalimantan Barat,Ketapang,C,RS Publik,48.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6106021,RS Ibu dan Anak Permata Bunda,Kalimantan Barat,Ketapang,C,RS Privat,21.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6106016,RS Umum Daerah Dr. Agoesdjam Ketapang,Kalimantan Barat,Ketapang,C,RS Publik,73.0,12,1,3.0,3.0,1,1,100.0
6171067,RS Anton Soedjarwo Pontianak ,Kalimantan Barat,Kota Pontianak,C,RS Publik,84.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171124,RS Anugerah Bunda Khatulistiwa,Kalimantan Barat,Kota Pontianak,C,RS Privat,62.0,15,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171085,RS Bersalin Jeumpa Pontianak,Kalimantan Barat,Kota Pontianak,C,RS Privat,7.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171136,RS Bersalin Nabasa Pontianak,Kalimantan Barat,Kota Pontianak,C,RS Privat,14.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171113,RS Islam Yarsi Pontianak,Kalimantan Barat,Kota Pontianak,C,RS Publik,51.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6171144S,RS Lapangan (RS Darurat) Covid-19 Kota Pontianak,Kalimantan Barat,Kota Pontianak,Belum Ditetapkan,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171143S,RS Lapangan Perawatan Pasien Covid-19,Kalimantan Barat,Kota Pontianak,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171141,RS Mitra Medika Pontianak,Kalimantan Barat,Kota Pontianak,C,RS Privat,80.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171078,RS Pro Medika Pontianak,Kalimantan Barat,Kota Pontianak,D,RS Privat,24.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171011,RS Umum Daerah Dr. Soedarso Pontianak,Kalimantan Barat,Kota Pontianak,A,RS Publik,Tidak tercatat,0,1,12.0,11.0,5,5,100.0
6171156,RS Umum Daerah Pontianak Utara,Kalimantan Barat,Kota Pontianak,D,RS Publik,6.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171138,RS Umum Daerah Sultan Syarif  Mohammad Alkadrie,Kalimantan Barat,Kota Pontianak,C,RS Publik,91.0,12,1,1.0,1.0,2,2,100.0
6171140,RS Umum Kharitas Bhakti,Kalimantan Barat,Kota Pontianak,D,RS Privat,49.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171155,RS Umum Medika Djaya,Kalimantan Barat,Kota Pontianak,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171033,RS Umum St. Antonius Pontianak,Kalimantan Barat,Kota Pontianak,B,RS Publik,60.0,16,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171139,RS Universitas Tanjungpura,Kalimantan Barat,Kota Pontianak,C,RS Publik,81.0,12,0,Tidak tercatat,Tidak tercatat,3,3,100.0
6172002,RS Ibu dan Anak Wempe Singkawang,Kalimantan Barat,Kota Singkawang,C,RS Privat,13.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6172066,RS Jiwa Provinsi Kalimantan Barat,Kalimantan Barat,Kota Singkawang,B,RS Publik,20.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6172044,RS Tk. IV 12.07.01 Singkawang,Kalimantan Barat,Kota Singkawang,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6172011,RS Umum Daerah Dr. Abdul Aziz Singkawang,Kalimantan Barat,Kota Singkawang,B,RS Publik,78.0,13,1,2.0,2.0,1,1,100.0
6172124,RS Umum Harapan Bersama Singkawang,Kalimantan Barat,Kota Singkawang,C,RS Privat,39.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6172135,RS Umum Sa'adah,Kalimantan Barat,Kota Singkawang,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6172113,RS Umum Santo Vincentius Singkawang,Kalimantan Barat,Kota Singkawang,C,RS Publik,48.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6112135,RS Angkatan Udara dr. Mohammad Sutomo,Kalimantan Barat,Kubu Raya,C,RS Publik,29.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6112002,RS Ibu dan Anak Anugrah,Kalimantan Barat,Kubu Raya,C,RS Privat,31.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6171022,RS Tk. II Kartika Husada Kes.Dam XII Tanjungpura,Kalimantan Barat,Kubu Raya,C,RS Publik,48.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6112003,RS Umum Daerah Kabupaten Kubu Raya,Kalimantan Barat,Kubu Raya,D,RS Publik,26.0,9,1,2.0,1.0,0,0,Tidak tercatat
6103013,RS Umum Daerah Kabupaten Landak,Kalimantan Barat,Landak,C,RS Publik,46.0,11,1,1.0,1.0,1,1,100.0
6110013,RS Umum Citra Husada Nanga Pinoh,Kalimantan Barat,Melawi,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6110016,RS Umum Daerah Belimbing,Kalimantan Barat,Melawi,D,RS Publik,18.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6110012,RS Umum Daerah Kabupaten Melawi,Kalimantan Barat,Melawi,C,RS Publik,50.0,11,1,1.0,1.0,1,1,100.0
6110015,RS Umum Kasih Bunda Jaya Nanga Pinoh,Kalimantan Barat,Melawi,D,RS Privat,17.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6104014,RS Umum Daerah Dr. Rubini Mempawah,Kalimantan Barat,Mempawah,C,RS Publik,78.0,13,1,0.0,0.0,3,3,100.0
6101135,RS Santa Elizabeth,Kalimantan Barat,Sambas,D,RS Publik,18.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6101033,RS Umum Daerah Pemangkat,Kalimantan Barat,Sambas,C,RS Publik,50.0,9,1,6.0,1.0,1,1,100.0
6101022,RS Umum Daerah Sambas,Kalimantan Barat,Sambas,C,RS Publik,53.0,9,1,0.0,0.0,1,1,100.0
6101137,RS Umum Daerah Teluk Keramat,Kalimantan Barat,Sambas,D,RS Publik,6.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6105026,RS Parindu,Kalimantan Barat,Sanggau,C,RS Privat,8.0,4,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6105015,RS Umum Daerah M. Th. Djaman Sanggau,Kalimantan Barat,Sanggau,C,RS Publik,72.0,13,1,2.0,2.0,1,1,100.0
6105031,RS Umum Daerah Temenggung Gergaji,Kalimantan Barat,Sanggau,D,RS Publik,8.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6105028,RS Umum Sentra Medika Sanggau,Kalimantan Barat,Sanggau,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6109012,RS Umum Daerah Sekadau,Kalimantan Barat,Sekadau,C,RS Publik,51.0,10,1,2.0,2.0,1,1,100.0
6107024,RS Ibu dan Anak Bujang Dara Sintang,Kalimantan Barat,Sintang,C,RS Privat,8.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6107038,RS Jiwa Sudiyanto,Kalimantan Barat,Sintang,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6107026,RS Pratama Serawai,Kalimantan Barat,Sintang,D PRATAMA,RS Publik,2.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6107022,RS Tk. IV 12.07.02 Sintang,Kalimantan Barat,Sintang,D,RS Publik,35.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6107025,RS Umum Anugrah Bunda Jaya Sintang,Kalimantan Barat,Sintang,D,RS Privat,18.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6107010,RS Umum Daerah Ade Muhammad Djoen Sintang ,Kalimantan Barat,Sintang,C,RS Publik,71.0,13,1,3.0,3.0,3,3,100.0
6107027,RS Umum Sayang Ibu Sintang,Kalimantan Barat,Sintang,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6311016,RS Umum Daerah Datu Kandang Haji,Kalimantan Selatan,Balangan,C,RS Publik,51.0,11,1,2.0,1.0,1,1,100.0
6303028,RS Ibu dan Anak Mutiara Bunda,Kalimantan Selatan,Banjar,C,RS Privat,9.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6304016,RS Jiwa Sambang Lihum,Kalimantan Selatan,Banjar,A,RS Publik,33.0,6,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6303030,RS Umum Aveciena Medika,Kalimantan Selatan,Banjar,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6303033,RS Umum Ciputra Mitra Hospital,Kalimantan Selatan,Banjar,B,RS Privat,75.0,15,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6303015,RS Umum Daerah Ratu Zalecha,Kalimantan Selatan,Banjar,B,RS Publik,75.0,14,1,5.0,5.0,2,2,100.0
6303026,RS Umum Danau Salak,Kalimantan Selatan,Banjar,D,RS Privat,3.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6303027,RS Umum Pelita Insani,Kalimantan Selatan,Banjar,C,RS Privat,38.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6304020,RS Umum Daerah  H. Abdul Aziz Marabahan,Kalimantan Selatan,Barito Kuala,C,RS Publik,81.0,13,1,1.0,1.0,0,0,Tidak tercatat
6306025,RS Ibu dan Anak Permata Bunda,Kalimantan Selatan,Hulu Sungai Selatan,C,RS Privat,13.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6306026,RS Sumber Jaya Sehat,Kalimantan Selatan,Hulu Sungai Selatan,D,RS Privat,10.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6306023,RS Umum Ceria,Kalimantan Selatan,Hulu Sungai Selatan,D,RS Privat,27.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan,Kalimantan Selatan,Hulu Sungai Selatan,B,RS Publik,97.0,14,1,6.0,4.0,5,5,100.0
6306024,RS Umum Daerah Daha Sejahtera,Kalimantan Selatan,Hulu Sungai Selatan,D,RS Publik,34.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6307012,RS Umum Daerah  H Damanhuri Barabai,Kalimantan Selatan,Hulu Sungai Tengah,C,RS Publik,98.0,14,1,4.0,2.0,1,1,100.0
6308014,RS Mulia Amuntai,Kalimantan Selatan,Hulu Sungai Utara,D,RS Privat,14.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6308013,RS Umum Daerah Pambalah Batung,Kalimantan Selatan,Hulu Sungai Utara,C,RS Publik,62.0,11,1,3.0,1.0,1,1,100.0
6372022,RS Islam Sultan Agung Banjarbaru,Kalimantan Selatan,Kota Banjar baru,C,RS Privat,54.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6372016,RS TK IV Guntung Payung ,Kalimantan Selatan,Kota Banjar baru,D,RS Publik,19.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371141,RS TNI AU Sjamsudin Noor,Kalimantan Selatan,Kota Banjar baru,D,RS Publik,22.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6372019,RS Umum Almansyur Medika Banjarbaru,Kalimantan Selatan,Kota Banjar baru,D,RS Privat,23.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6372018,RS Umum Mawar ,Kalimantan Selatan,Kota Banjar baru,D,RS Privat,22.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6372020,RS Umum Nirwana,Kalimantan Selatan,Kota Banjar baru,D,RS Privat,25.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6372021,RS Umum Permata Husada Banjarbaru,Kalimantan Selatan,Kota Banjar baru,D,RS Privat,24.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6372017,RS Umum Syifa Medika,Kalimantan Selatan,Kota Banjar baru,C,RS Privat,64.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6372014,RSD Idaman Kota Banjarbaru,Kalimantan Selatan,Kota Banjar baru,C,RS Publik,96.0,13,1,8.0,3.0,1,1,100.0
6371152,RS Bhayangkara Tk. III Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,60.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6371155,RS Ibu dan Anak Annisa,Kalimantan Selatan,Kota Banjarmasin,C,RS Privat,18.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371170,RS Ibu dan Anak Mahkota Bunda,Kalimantan Selatan,Kota Banjarmasin,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371046,RS Islam Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,51.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371130,RS Khusus Bedah Banjarmasin Siaga,Kalimantan Selatan,Kota Banjarmasin,B,RS Privat,24.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6371153,RS Khusus Gigi dan Mulut Gusti Hasan Aman,Kalimantan Selatan,Kota Banjarmasin,B,RS Publik,58.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371158,RS Siloam Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,D,RS Privat,28.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6371050,RS Tk. III Dr. R. Soeharsono,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,54.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6371072,RS Umum Daerah Dr. H. Moch. Ansari Saleh,Kalimantan Selatan,Kota Banjarmasin,B,RS Publik,130.0,14,0,Tidak tercatat,Tidak tercatat,4,4,100.0
6371156,RS Umum Daerah Sultan Suriansyah Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,61.0,13,1,1.0,1.0,2,2,100.0
6371013,RS Umum Daerah Ulin Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,A,RS Publik,205.0,22,1,15.0,11.0,6,6,100.0
6371094,RS Umum Sari Mulia,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,3,3,100.0
6371024,RS Umum Suaka Insan,Kalimantan Selatan,Kota Banjarmasin,C,RS Publik,73.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6302014,RS Umum Daerah Pangeran Jaya Sumitra,Kalimantan Selatan,Kota baru,C,RS Publik,53.0,14,1,2.0,2.0,4,4,100.0
6302026,RS Umum Daerah Sengayam,Kalimantan Selatan,Kota baru,D,RS Publik,14.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6309014,RS Umum Daerah H. Badaruddin Kasim,Kalimantan Selatan,Tabalong,C,RS Publik,50.0,11,1,1.0,1.0,1,1,100.0
6309025,RS Umum Pertamina Tanjung,Kalimantan Selatan,Tabalong,C,RS Privat,35.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6310016,RS Ibu dan Anak Paradise,Kalimantan Selatan,Tanah Bumbu,C,RS Privat,9.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6310018,RS Marina Permata,Kalimantan Selatan,Tanah Bumbu,C,RS Privat,35.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6310015,RS Umum Daerah dr. H. Andi Abdurrahman Noor,Kalimantan Selatan,Tanah Bumbu,C,RS Publik,74.0,12,1,1.0,1.0,1,1,100.0
6301015,RS Borneo Citra Medika,Kalimantan Selatan,Tanah Laut,C,RS Privat,30.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6301016,RS Ibu dan Anak Ibunda,Kalimantan Selatan,Tanah Laut,C,RS Privat,7.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6301013,RS Umum Daerah H. Boejasin Pelaihari,Kalimantan Selatan,Tanah Laut,C,RS Publik,79.0,12,1,2.0,2.0,2,2,100.0
6301020,RS Umum Daerah KH. Mansyur,Kalimantan Selatan,Tanah Laut,D,RS Publik,29.0,7,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6305010,RS Umum Daerah Datu Sanggul Rantau,Kalimantan Selatan,Tapin,C,RS Publik,64.0,13,1,6.0,1.0,1,1,100.0
6305011,RS Umum Handayati,Kalimantan Selatan,Tapin,D,RS Privat,29.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6204016,RS Umum Daerah Jaraga Sasameh,Kalimantan Tengah,Barito Selatan,C,RS Publik,76.0,11,1,1.0,1.0,1,1,100.0
6212020,RS Umum Daerah Tamiang Layang,Kalimantan Tengah,Barito Timur,C,RS Publik,57.0,13,1,2.0,2.0,3,3,100.0
6205011,RS Umum Daerah Muara Teweh,Kalimantan Tengah,Barito Utara,C,RS Publik,44.0,12,1,12.0,2.0,0,0,Tidak tercatat
6211016,RS Pratama Tumbang Telaken,Kalimantan Tengah,Gunung Mas,D PRATAMA,RS Publik,8.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6211026,RS Umum Daerah Kuala Kurun,Kalimantan Tengah,Gunung Mas,C,RS Publik,37.0,10,1,3.0,1.0,1,1,100.0
6203015,RS Umum Daerah Dr. H. Soemarno Sosroaatmojo,Kalimantan Tengah,Kapuas,C,RS Publik,65.0,11,1,1.0,1.0,1,1,100.0
6209035,RS Pratama Tumbang Samba,Kalimantan Tengah,Katingan,D PRATAMA,RS Publik,8.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6209024,RS Umum Daerah  Mas Amsyar Kasongan,Kalimantan Tengah,Katingan,C,RS Publik,38.0,13,1,0.0,0.0,2,2,100.0
6271080,RS Advent Palangkaraya,Kalimantan Tengah,Kota Palangka Raya,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6271025,RS Bhayangkara Palangka Raya,Kalimantan Tengah,Kota Palangka Raya,C,RS Publik,41.0,11,0,Tidak tercatat,Tidak tercatat,2,2,100.0
6271031,RS Ibu dan Anak Bunda Palangkaraya,Kalimantan Tengah,Kota Palangka Raya,Belum Ditetapkan,RS Privat,15.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6271028,RS Ibu dan Anak Yasmin Palangka Raya,Kalimantan Tengah,Kota Palangka Raya,C,RS Privat,22.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
6271024,RS Islam PKU Muhammadiyah Palangka Raya,Kalimantan Tengah,Kota Palangka Raya,C,RS Publik,50.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
6271029,RS Permata Hati,Kalimantan Tengah,Kota Palangka Raya,C,RS Privat,16.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
