Kode_RS,Rumah_Sakit,Provinsi,Kab_Kota,Kelas,Penyelenggara_Kategori,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Ada_Data_Alkes,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3316025,RS Umum Daerah Dr. R. Soeprapto Cepu,Jawa Tengah,Blora,C,RS Publik,60.0,12,1,6.0,3.0,1,1,100.0
3316014,RS Umum Daerah Dr. R. Soetijono Blora,Jawa Tengah,Blora,C,RS Publik,56.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3316063,RS Umum PKU Muhammadiyah Blora,Jawa Tengah,Blora,D,RS Privat,40.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3316051,RS Umum PKU Muhammadiyah Cepu,Jawa Tengah,Blora,C,RS Publik,40.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3316040,RS Umum Permata Blora,Jawa Tengah,Blora,D,RS Publik,37.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309147S,RS Darurat Covid-19 Donohudan,Jawa Tengah,Boyolali,Belum Ditetapkan,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3309135,RS Indriati Boyolali,Jawa Tengah,Boyolali,D,RS Privat,34.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309085,RS Umum  Karanggede Sisma Medika,Jawa Tengah,Boyolali,D,RS Privat,30.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309128,RS Umum Asy-Syifa Sambi,Jawa Tengah,Boyolali,D,RS Publik,33.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309015,RS Umum Daerah Pandan Arang Boyolali,Jawa Tengah,Boyolali,B,RS Publik,101.0,15,1,8.0,8.0,5,5,100.0
3309107,RS Umum Daerah Simo,Jawa Tengah,Boyolali,D,RS Publik,38.0,14,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309096,RS Umum Daerah Waras Wiris,Jawa Tengah,Boyolali,C,RS Publik,39.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3309129,RS Umum Hidayah Boyolali,Jawa Tengah,Boyolali,D,RS Privat,33.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309131,RS Umum Islam Banyubening Boyolali ,Jawa Tengah,Boyolali,D,RS Privat,41.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3309136,RS Umum Islam Boyolali,Jawa Tengah,Boyolali,C,RS Privat,36.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3309132,RS Umum Natalia,Jawa Tengah,Boyolali,D,RS Privat,23.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3309063,RS Umum PKU Aisyiyah Boyolali,Jawa Tengah,Boyolali,D,RS Publik,43.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3309074,RS Umum Umi Barokah,Jawa Tengah,Boyolali,D,RS Publik,38.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3329113,RS Harapan Sehat Bumiayu,Jawa Tengah,Brebes,D,RS Privat,12.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329112,RS Harapan Sehat Jatibarang,Jawa Tengah,Brebes,D,RS Privat,23.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329105,RS Ibu dan Anak Permata Insani,Jawa Tengah,Brebes,C,RS Privat,20.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329108,RS Umum Alam Medica ,Jawa Tengah,Brebes,D,RS Privat,38.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329109,RS Umum Amanah Mahmudah,Jawa Tengah,Brebes,D,RS Privat,25.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329078,RS Umum Bhakti Asih Brebes,Jawa Tengah,Brebes,C,RS Privat,76.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3329114,RS Umum Bhakti Asih Jatibarang,Jawa Tengah,Brebes,C,RS Privat,26.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3329012,RS Umum Daerah Brebes,Jawa Tengah,Brebes,B,RS Publik,94.0,13,1,10.0,7.0,4,4,100.0
3329102,RS Umum Daerah Bumiayu,Jawa Tengah,Brebes,D,RS Publik,37.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329125,RS Umum Daerah Ir. Soekarno Kab. Brebes,Jawa Tengah,Brebes,D,RS Publik,13.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329067,RS Umum Dedy Jaya,Jawa Tengah,Brebes,D,RS Privat,14.0,7,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3329101,RS Umum Dera As-Syifa,Jawa Tengah,Brebes,D,RS Privat,28.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3329103,RS Umum Islami Mutiara Bunda,Jawa Tengah,Brebes,C,RS Privat,47.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3329056,RS Umum Muhammadiyah Siti Aminah,Jawa Tengah,Brebes,C,RS Publik,57.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3329045,RS Umum Siti Asiyah,Jawa Tengah,Brebes,D,RS Publik,16.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301095,RS Ibu dan Anak Annisa,Jawa Tengah,Cilacap,C,RS Publik,16.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301115,RS Priscilla Medical Center,Jawa Tengah,Cilacap,C,RS Privat,27.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3301109,RS Umum Afdila Cilacap,Jawa Tengah,Cilacap,D,RS Privat,27.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301108,RS Umum Aghisna Medika Kroya,Jawa Tengah,Cilacap,C,RS Privat,23.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3301114,RS Umum Aghisna Medika Sidareja,Jawa Tengah,Cilacap,D,RS Privat,23.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301105,RS Umum Aprillia,Jawa Tengah,Cilacap,D,RS Publik,25.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301014,RS Umum Daerah Cilacap,Jawa Tengah,Cilacap,B,RS Publik,78.0,12,1,4.0,4.0,3,2,66.67
3301084,RS Umum Daerah Majenang,Jawa Tengah,Cilacap,C,RS Publik,68.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3301106,RS Umum Duta Mulya,Jawa Tengah,Cilacap,D,RS Privat,36.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301073,RS Umum Islam Fatimah,Jawa Tengah,Cilacap,C,RS Publik,51.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3301036,RS Umum Pertamina Cilacap,Jawa Tengah,Cilacap,D,RS Privat,45.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301112,RS Umum Raffa Majenang,Jawa Tengah,Cilacap,C,RS Privat,24.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3301107,RS Umum Santa Maria Cilacap,Jawa Tengah,Cilacap,D,RS Publik,28.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3321036,RS Hj. Fatimah Sulhan PKU Muhammadiyah Demak,Jawa Tengah,Demak,D,RS Publik,26.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3321035,RS Umum Daerah Sultan Fatah Karangawen Demak,Jawa Tengah,Demak,C,RS Publik,51.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3321011,RS Umum Daerah Sunan Kalijaga,Jawa Tengah,Demak,C,RS Publik,93.0,12,1,8.0,5.0,3,3,100.0
3321033,RS Umum Islam NU Demak,Jawa Tengah,Demak,C,RS Publik,50.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3321034,RS Umum Pelita Anugerah,Jawa Tengah,Demak,C,RS Privat,56.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315073,RS Marganingsih,Jawa Tengah,Grobogan,D,RS Privat,7.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3315072,RS Ortopedi Siaga Utama,Jawa Tengah,Grobogan,C,RS Privat,14.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3315035,RS Permata Bunda,Jawa Tengah,Grobogan,C,RS Publik,60.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315074,RS Sekar Laras,Jawa Tengah,Grobogan,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3315013,RS Umum Daerah Dr. R.Soedjati Soemodiardjo,Jawa Tengah,Grobogan,B,RS Publik,71.0,12,1,10.0,7.0,4,4,100.0
3315061,RS Umum Daerah Ki Ageng Getas Pendowo Gubug,Jawa Tengah,Grobogan,D,RS Publik,32.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315060,RS Umum Daerah Ki Ageng Selo,Jawa Tengah,Grobogan,D,RS Publik,35.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315057,RS Umum Habibullah,Jawa Tengah,Grobogan,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3315059,RS Umum Islam Purwodadi ,Jawa Tengah,Grobogan,D,RS Publik,34.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315046,RS Umum PKU Muhammadiyah Gubug,Jawa Tengah,Grobogan,D,RS Publik,48.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315024,RS Umum Panti Rahayu,Jawa Tengah,Grobogan,C,RS Publik,54.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3315075,RS Umum Trimedika Ketapang,Jawa Tengah,Grobogan,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3320043,RS Graha Husada Jepara,Jawa Tengah,Jepara,D,RS Publik,39.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3320046,RS PKU Aisyiyah Jepara,Jawa Tengah,Jepara,D,RS Publik,24.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3320021,RS Umum Daerah Kelet Provinsi Jawa Tengah,Jawa Tengah,Jepara,C,RS Publik,54.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3320010,RS Umum Daerah R. A. Kartini,Jawa Tengah,Jepara,B,RS Publik,98.0,14,1,9.0,6.0,3,3,100.0
3320089,RS Umum PKU Muhammadiyah Mayong,Jawa Tengah,Jepara,C,RS Publik,42.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3320032,RS Umum Sultan Hadlirin Jepara,Jawa Tengah,Jepara,C,RS Publik,48.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3313042,RS Ibu dan Anak Dian Pertiwi ,Jawa Tengah,Karanganyar,C,RS Privat,17.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313067,RS Mangesti Rahayu,Jawa Tengah,Karanganyar,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313033,RS PKU Muhammadiyah Karanganyar,Jawa Tengah,Karanganyar,C,RS Publik,61.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3313011,RS Umum Daerah Karanganyar,Jawa Tengah,Karanganyar,C,RS Publik,97.0,13,1,13.0,6.0,3,3,100.0
3313054,RS Umum Indo Sehat Karanganyar ,Jawa Tengah,Karanganyar,D,RS Privat,22.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313055,RS Umum Jafar Medika Karanganyar,Jawa Tengah,Karanganyar,D,RS Publik,26.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313053,RS Umum Jati Husada Karanganyar,Jawa Tengah,Karanganyar,D,RS Privat,29.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313056,RS Umum Mojosongo 2,Jawa Tengah,Karanganyar,D,RS Privat,17.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3313022,RSAU dr. Siswanto Lanud Adi Soemarmo,Jawa Tengah,Karanganyar,D,RS Publik,36.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305120,RS Umum Daerah Prembun,Jawa Tengah,Kebumen,C,RS Publik,53.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,Jawa Tengah,Kebumen,C,RS Publik,78.0,14,1,9.0,6.0,2,2,100.0
3305066,RS Umum PKU Muhamadiyah Gombong,Jawa Tengah,Kebumen,B,RS Publik,107.0,17,0,Tidak tercatat,Tidak tercatat,5,4,80.0
3305118,RS Umum PKU Muhammadiyah Kutowinangun ,Jawa Tengah,Kebumen,D,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305117,RS Umum PKU Muhammadiyah Petanahan Kebumen,Jawa Tengah,Kebumen,D,RS Publik,29.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305103,RS Umum PKU Muhammadiyah Sruweng,Jawa Tengah,Kebumen,C,RS Publik,40.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305033,RS Umum Palang Biru Gombong,Jawa Tengah,Kebumen,C,RS Publik,39.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305023,RS Umum Permata Medika Kebumen,Jawa Tengah,Kebumen,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3305092,RS Umum Purbowangi,Jawa Tengah,Kebumen,C,RS Publik,31.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305114,RS Umum Purwogondo,Jawa Tengah,Kebumen,D,RS Publik,31.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3305081,RS Umum Wijayakusuma,Jawa Tengah,Kebumen,D,RS Publik,46.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3324052,RS PKU Aisyiyah Kendal,Jawa Tengah,Kendal,D,RS Publik,8.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3324038,RS Umum Baitul Hikmah,Jawa Tengah,Kendal,D,RS Privat,44.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3324040,RS Umum Charlie Hospital,Jawa Tengah,Kendal,D,RS Privat,31.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3324014,RS Umum Daerah  Dr. H. Soewondo Kendal,Jawa Tengah,Kendal,B,RS Publik,110.0,13,1,9.0,6.0,2,2,100.0
3324036,RS Umum Islam Kendal,Jawa Tengah,Kendal,C,RS Publik,71.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3324037,RS Umum Muhammadiyah Darul Istiqomah Kendal,Jawa Tengah,Kendal,D,RS Publik,43.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310026,RS Jiwa Daerah Dr. RM. Soedjarwadi,Jawa Tengah,Klaten,A,RS Publik,37.0,10,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3310426,RS PKU Muhammadiyah Prambanan,Jawa Tengah,Klaten,D,RS Publik,21.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310052,RS Umum 'Aisyiyah Klaten,Jawa Tengah,Klaten,C,RS Publik,32.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310395,RS Umum Cakra Husada,Jawa Tengah,Klaten,C,RS Publik,43.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310421,RS Umum Daerah Bagas Waras,Jawa Tengah,Klaten,C,RS Publik,64.0,13,1,7.0,4.0,1,1,100.0
3310405,RS Umum Diponegoro Dua Satu Klaten,Jawa Tengah,Klaten,C,RS Publik,37.0,11,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3310417,RS Umum Islam Cawas Klaten,Jawa Tengah,Klaten,D,RS Privat,42.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310384,RS Umum Islam Klaten,Jawa Tengah,Klaten,B,RS Publik,98.0,15,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3310419,RS Umum Mitra Pedan,Jawa Tengah,Klaten,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310416,RS Umum PKU Muhammadiyah Delanggu,Jawa Tengah,Klaten,C,RS Publik,65.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3310418,RS Umum PKU Muhammadiyah Jatinom,Jawa Tengah,Klaten,D,RS Publik,42.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310425,RS Umum PKU Muhammadiyah Pedan,Jawa Tengah,Klaten,D,RS Publik,27.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3310015,RS Umum Pusat Dr. Soeradji Tirtonegoro,Jawa Tengah,Klaten,A,RS Publik,101.0,20,1,11.0,8.0,4,4,100.0
3371105,RS Ibu dan Anak Gladiool,Jawa Tengah,Kota Magelang,C,RS Publik,30.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3371040,RS Jiwa Prof. Dr. Soerojo,Jawa Tengah,Kota Magelang,A,RS Publik,59.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3371144,RS Umum Daerah Budi Rahayu,Jawa Tengah,Kota Magelang,D,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3371014,RS Umum Daerah Tidar,Jawa Tengah,Kota Magelang,B,RS Publik,138.0,15,1,11.0,6.0,5,5,100.0
3371131,RS Umum Harapan,Jawa Tengah,Kota Magelang,C,RS Privat,60.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3371142,RS Umum Islam Magelang,Jawa Tengah,Kota Magelang,D,RS Publik,42.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3371084,RS Umum Lestari Raharja,Jawa Tengah,Kota Magelang,D,RS Publik,36.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3371025,RS Umum Tk. II Dr. Soedjono,Jawa Tengah,Kota Magelang,B,RS Publik,54.0,14,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3375074,RS Umum  ARO,Jawa Tengah,Kota Pekalongan,D,RS Privat,19.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3375072,RS Umum Anugerah Pekalongan,Jawa Tengah,Kota Pekalongan,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3375022,RS Umum Budi Rahayu,Jawa Tengah,Kota Pekalongan,C,RS Publik,62.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3326049,RS Umum Daerah Bendan Kota Pekalongan,Jawa Tengah,Kota Pekalongan,C,RS Publik,Tidak tercatat,0,1,11.0,6.0,2,2,100.0
3375073,RS Umum H. A. Zaky Djunaid,Jawa Tengah,Kota Pekalongan,D,RS Privat,37.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3375075,RS Umum Hermina Pekalongan,Jawa Tengah,Kota Pekalongan,D,RS Privat,50.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3375071,RS Umum Karomah Holistic,Jawa Tengah,Kota Pekalongan,D,RS Privat,22.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3375033,RS Umum Siti Khodijah,Jawa Tengah,Kota Pekalongan,C,RS Publik,75.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3373092,RS Ibu dan Anak Hermina Mutiara Bunda,Jawa Tengah,Kota Salatiga,C,RS Privat,37.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3373042,RS Paru Dr. Ario Wirawan,Jawa Tengah,Kota Salatiga,A,RS Publik,64.0,12,0,Tidak tercatat,Tidak tercatat,5,5,100.0
3373016,RS Umum Daerah Kota Salatiga,Jawa Tengah,Kota Salatiga,B,RS Publik,80.0,14,1,8.0,8.0,2,2,100.0
3373090,RS Umum Puri Asih,Jawa Tengah,Kota Salatiga,C,RS Privat,47.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3373091,RS Umum Sejahtera Bhakti,Jawa Tengah,Kota Salatiga,D,RS Privat,6.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3373020,RS Umum Tk. IV 04.07.03 dr. Asmir,Jawa Tengah,Kota Salatiga,C,RS Publik,64.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374342,RS Daerah KRMT Wongsonegoro,Jawa Tengah,Kota Semarang,B,RS Publik,143.0,15,1,7.0,4.0,6,6,100.0
3374373,RS Gigi dan Mulut Unimus,Jawa Tengah,Kota Semarang,C,RS Privat,25.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374369,RS Ibu dan Anak Ananda Pasar Ace,Jawa Tengah,Kota Semarang,C,RS Privat,10.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374273,RS Ibu dan Anak Anugerah,Jawa Tengah,Kota Semarang,C,RS Privat,15.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374284,RS Ibu dan Anak Bunda Semarang,Jawa Tengah,Kota Semarang,C,RS Publik,28.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374316,RS Ibu dan Anak Gunung Sawo,Jawa Tengah,Kota Semarang,C,RS Publik,27.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374353,RS Ibu dan Anak Kusuma Pradja,Jawa Tengah,Kota Semarang,C,RS Privat,23.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3322072,RS Ibu dan Anak Plamongan Indah,Jawa Tengah,Kota Semarang,C,RS Privat,14.0,7,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374371,RS Ibu dan Anak Siloam Semarang,Jawa Tengah,Kota Semarang,C,RS Privat,34.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374372,RS Islam Gigi dan Mulut Sultan Agung,Jawa Tengah,Kota Semarang,B,RS Privat,213.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374123,RS Jiwa Daerah  Dr. Amino Gondohutomo,Jawa Tengah,Kota Semarang,A,RS Publik,63.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374388,RS Keluarga Sehat III Semarang,Jawa Tengah,Kota Semarang,C,RS Publik,38.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374366,RS Khusus Bedah Columbia Asia Semarang,Jawa Tengah,Kota Semarang,A,RS Privat,86.0,17,0,Tidak tercatat,Tidak tercatat,3,2,66.67
3374375,RS Mata JEC-Candi Semarang,Jawa Tengah,Kota Semarang,C,RS Privat,9.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3374240,RS Panti Wilasa ,Jawa Tengah,Kota Semarang,C,RS Publik,101.0,17,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374387,RS Primaya Kota Semarang,Jawa Tengah,Kota Semarang,C,RS Privat,49.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374080,RS Roemani Muhammadiyah Semarang,Jawa Tengah,Kota Semarang,C,RS Publik,121.0,14,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3374331,RS Umum Banyumanik,Jawa Tengah,Kota Semarang,D,RS Privat,34.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374374,RS Umum Banyumanik 2,Jawa Tengah,Kota Semarang,C,RS Privat,36.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374203,RS Umum Bhayangkara Akpol Semarang ,Jawa Tengah,Kota Semarang,C,RS Publik,20.0,6,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374091,RS Umum Bhayangkara Semarang ,Jawa Tengah,Kota Semarang,C,RS Publik,65.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374134,RS Umum Daerah Tugurejo Semarang,Jawa Tengah,Kota Semarang,B,RS Publik,129.0,17,0,Tidak tercatat,Tidak tercatat,5,5,100.0
3374365,RS Umum Hermina Banyumanik Semarang,Jawa Tengah,Kota Semarang,C,RS Privat,86.0,14,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3374145,RS Umum Hermina Pandanaran,Jawa Tengah,Kota Semarang,C,RS Privat,91.0,16,0,Tidak tercatat,Tidak tercatat,4,3,75.0
3374367,RS Umum Nasional Diponegoro,Jawa Tengah,Kota Semarang,C,RS Publik,96.0,14,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3374112,RS Umum Panti Wilasa Citarum,Jawa Tengah,Kota Semarang,C,RS Publik,118.0,13,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3374054,RS Umum Permata Medika ,Jawa Tengah,Kota Semarang,C,RS Privat,61.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374010,RS Umum Pusat Dr. Kariadi,Jawa Tengah,Kota Semarang,A,RS Publik,667.0,16,1,22.0,12.0,7,6,85.71
3374021,RS Umum St. Elisabeth Semarang,Jawa Tengah,Kota Semarang,B,RS Publik,145.0,21,0,Tidak tercatat,Tidak tercatat,5,3,60.0
3374076,RS Umum Sultan Agung Semarang,Jawa Tengah,Kota Semarang,B,RS Publik,120.0,16,0,Tidak tercatat,Tidak tercatat,5,3,60.0
3374043,RS Umum Telogorejo Semarang,Jawa Tengah,Kota Semarang,B,RS Publik,169.0,14,0,Tidak tercatat,Tidak tercatat,7,5,71.43
3374065,RS Umum Tk.III Bhakti Wira Tamtama Smg,Jawa Tengah,Kota Semarang,C,RS Publik,94.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3374032,RS Umum William Booth,Jawa Tengah,Kota Semarang,C,RS Publik,39.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372253,RS Bhayangkara Surakarta,Jawa Tengah,Kota Surakarta,D,RS Publik,14.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372239,RS Gigi dan Mulut Soelastri,Jawa Tengah,Kota Surakarta,C,RS Privat,23.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372241,RS JIH Solo,Jawa Tengah,Kota Surakarta,C,RS Privat,91.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372052,RS Jiwa Daerah Surakarta,Jawa Tengah,Kota Surakarta,A,RS Publik,39.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3372235,RS Khusus Mata Solo,Jawa Tengah,Kota Surakarta,C,RS Privat,8.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372242,RS Onkologi Solo,Jawa Tengah,Kota Surakarta,C,RS Privat,20.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372238,RS PKU Muhammadiyah Sampangan Surakarta,Jawa Tengah,Kota Surakarta,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3372096,RS PKU Muhammadiyah Surakarta,Jawa Tengah,Kota Surakarta,B,RS Publik,135.0,15,0,Tidak tercatat,Tidak tercatat,6,4,66.67
